ds,y,hour,is_weekend,node,signal
2025-11-12 14:20:00,0.0166438095238065,14,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 14:30:00,0.0355504761904731,14,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 14:40:00,0.016051428571421,14,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 14:50:00,0.0456266666666609,14,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 15:00:00,0.0159247619047597,15,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 15:10:00,0.0159457142857094,15,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 15:20:00,0.0450942857142858,15,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 15:30:00,0.0200657142857112,15,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 15:40:00,0.0462085714285707,15,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 15:50:00,0.0168552380952366,15,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 16:00:00,0.0154180952380981,16,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 16:10:00,0.0180123809523805,16,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 16:20:00,0.0194838095238117,16,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 16:30:00,0.0229276190476204,16,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 16:40:00,0.0170419047619058,16,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 16:50:00,0.0473838095238127,16,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 17:00:00,0.0188428571428509,17,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 17:10:00,0.0552838095238162,17,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 17:20:00,0.017680000000002,17,0,master01 (192.168.10.201),DISK_IO_WAIT
2025-11-12 17:30:00,0.0246266666666651,17,0,master01 (192.168.10.201),DISK_IO_WAIT
